date,original_body_fat_pct,original_fat_mass,calibrated_fat_mass,calibrated_body_fat_pct,weight
2023-12-21T06:28:57,15.8,28.218799999999998,31.59942273239995,17.692845874804007,178.6
2023-12-21T05:59:46,15.9,28.461000000000002,32.12171720522857,17.945093410742217,179.0
2023-12-20T06:47:00,15.5,27.28,29.574938623847103,16.803942399913126,176.0
2023-12-19T06:20:51,15.7,27.8518,30.80800212328311,17.36640480455643,177.4
2023-12-17T07:37:41,15.5,27.342000000000002,29.70863910822107,16.84163214751761,176.4
2023-12-11T04:39:37,14.9,25.508799999999997,25.755417689602517,15.044052388786518,171.2
2023-12-10T04:55:17,15.1,26.0324,26.884539844734896,15.594280652398432,172.4
2023-12-10T04:55:02,15.1,26.0324,26.884539844734896,15.594280652398432,172.4
2023-12-09T09:25:17,15.2,26.3872,27.649651648862026,15.9272186917408,173.6
2023-12-09T05:16:23,15.3,26.652599999999996,28.221975980359602,16.20090469595844,174.2
2023-12-05T04:19:16,15.4,26.9808,28.929725963771453,16.512400664253114,175.2
2023-12-03T06:41:12,15.9,28.4928,32.19029261495586,17.963332932453046,179.2
2023-12-02T06:02:11,15.8,28.1872,31.531278614557742,17.67448352833954,178.4
2023-12-01T05:44:21,15.6,27.5184,30.089038550859243,17.05727809005626,176.4
2023-11-30T04:36:00,15.6,27.674400000000002,30.425446221219545,17.15075886201778,177.4
2023-11-29T05:33:03,15.4,27.0116,28.99614491407337,16.531439517715718,175.4
2023-11-28T04:38:46,15.4,27.042399999999997,29.062563864375264,16.55043500249161,175.6
2023-11-27T05:15:01,15.6,27.5184,30.089038550859243,17.05727809005626,176.4
2023-11-26T05:41:38,15.8,28.218799999999998,31.59942273239995,17.692845874804007,178.6
2023-11-25T09:25:48,15.5,27.310999999999996,29.641788866034076,16.822808664037503,176.2
2023-11-25T05:11:49,15.7,27.8518,30.80800212328311,17.36640480455643,177.4
2023-11-22T05:29:45,15.5,27.310999999999996,29.641788866034076,16.822808664037503,176.2
2023-11-20T05:47:33,15.4,26.9192,28.79688806316765,16.47419225581673,174.8
2023-11-19T07:12:35,15.2,26.448,27.78076438192553,15.96595654133651,174.0
2023-11-18T05:29:21,15.2,26.4176,27.715208015393777,15.94660990528986,173.8
2023-11-17T05:53:42,15.5,27.310999999999996,29.641788866034076,16.822808664037503,176.2
2023-11-16T05:38:28,15.7,27.914600000000004,30.943427775197385,17.403502685712812,177.8
2023-11-15T06:05:36,15.8,28.1556,31.463134496715526,17.65607996448683,178.2
2023-11-15T06:02:01,15.8,28.1872,31.531278614557742,17.67448352833954,178.4
2023-11-14T05:09:04,15.6,27.643199999999997,30.35816468714747,17.132147114643043,177.2
2023-11-13T05:50:46,15.5,27.310999999999996,29.641788866034076,16.822808664037503,176.2
2023-11-13T04:46:44,15.6,27.549599999999998,30.156320084931302,17.076058938239697,176.6
2023-11-10T04:21:26,15.3,26.744400000000002,28.419938955610093,16.25854631327808,174.8
2023-11-09T04:16:24,15.5,27.310999999999996,29.641788866034076,16.822808664037503,176.2
2023-11-08T04:16:01,15.4,26.9192,28.79688806316765,16.47419225581673,174.8
2023-11-07T03:58:02,15.5,27.28,29.574938623847103,16.803942399913126,176.0
2023-11-07T02:57:52,15.5,27.310999999999996,29.641788866034076,16.822808664037503,176.2
2023-11-06T03:04:15,15.6,27.643199999999997,30.35816468714747,17.132147114643043,177.2
2023-11-06T01:36:55,15.8,28.1556,31.463134496715526,17.65607996448683,178.2
2023-11-06T01:36:37,15.8,28.1556,31.463134496715526,17.65607996448683,178.2
